temp,pression,hum,CO,CO2,PM2.5,PM10,feu
11.9,940.80901734024,100,0.5,481.153001785278,3.9,6.6,0
10.72,940.384493287572,100,0.5,493.910779953002,3.1,10,0
16.49,941.733424698959,60.693936982777,0.5,425.616970062255,3.2,9.4,0
9.18,942.497237071518,100,0.5,472.846498489379,3.4,9.8,0
17.39,943.434820005018,73.7423838312247,0.5,397.717227935791,0.8,2.6,0
38.64,945.099128213882,20.741053367559,0.5,398.509969711303,2.5,5.3,0
16.78,939.89472962008,48.8691775165682,0.5,400.64977645874,3.3,10.1,0
18.39,941.456581536139,51.2405485604048,0.5,426.620712280273,3.5,10.2,0
12.09,940.813413951661,100,0.5,486.091842651367,3.9,6.5,0
12.45,941.033881629281,100,0.5,497.013797760009,3.1,9,0
8.81,941.362895140913,100,0.5,482.732524871826,7.4,9.3,0
36.72,944.792690876349,23.819575818314,0.5,442.288389205932,2.2,5.5,0
9.9,940.250403271127,100,0.5,517.695417404174,3,9.4,0
10.33,943.937278658172,100,0.5,491.816272735595,2.6,5.5,0
9.07,942.490991680711,100,0.5,473.859777450561,3.1,8.6,0
9.5,941.054145360448,100,0.5,517.641773223876,4.7,5.6,0
20.42,940.036029164423,50.0955898546052,0.5,397.965183258056,4,5.2,0
9.06,942.45436265148,100,0.5,475.908985137939,3.5,8.3,0
13.22,941.565881416924,100,0.5,487.171878814697,2.9,7.6,0
17.7,942.971045278966,54.5372227624995,0.5,404.745807647705,5.7,7.3,0
13.32,941.349656017686,100,0.5,510.085096359252,2.9,7.6,0
37.99,937.360046276282,28.7605693323621,8.8,510.776510238647,999.9,1999.9,1
30.92,940.760687990298,28.7440476131687,0.5,428.114404678344,3.4,8.7,0
11.99,940.847651920973,100,0.5,493.026247024536,3.9,6.3,0
12.68,945.755491119314,100,0.5,504.171123504638,2.3,4.6,0
20.04,942.228649448303,60.7137646073569,0.5,425.768365859985,4.7,6,0
15.31,941.686029720555,65.951515710196,0.5,427.468290328979,3.4,8.6,0
25.56,943.984608754817,34.4742325517937,0.5,398.122539520263,3.3,11.4,0
12.48,940.477741167701,100,0.5,508.972873687744,3.7,4.4,0
17.7,942.980317828844,59.2236147332511,0.5,397.716035842895,6.8,8.6,0
18.75,944.269052567617,50.1949689334318,0.5,397.981872558593,3.4,11.7,0
18.12,943.155222962448,67.1008779623968,0.5,409.666767120361,1,2.8,0
27.58,944.77745513599,42.0786341784452,0.5,497.428646087646,2.5,7.1,0
10.98,940.45162893642,100,0.5,494.84299659729,3.3,10.5,0
15.73,940.124845291529,48.5389423080464,0.5,400.704612731933,3.1,8.6,0
16.08,940.05474087436,49.8687366694488,0.5,402.629842758178,3.4,9,0
11.87,944.767604637969,100,0.5,489.013662338256,2.4,5.7,0
28.23,944.121939945866,30.8247612036297,0.5,398.260822296142,3,10,0
12.59,940.342834064058,100,0.5,500.021448135375,3.4,4.5,0
20.15,944.062550948174,43.2959005885769,0.5,398.053398132324,0.7,1.6,0
10.83,944.400718139679,100,0.5,506.818761825561,2.4,5.7,0
17.42,942.92099141601,59.6101621246546,0.5,402.667989730834,6,8.2,0
11.06,940.928604207709,100,0.5,525.812377929687,3.8,5.1,0
39.97,945.119942694144,19.6262915601984,0.5,398.490896224975,2.5,5.1,0
18.57,942.99481442889,64.7385505725978,0.5,404.766073226928,0.8,1.8,0
33.11,943.876758443735,26.6705737014912,0.5,398.182144165039,3.3,10.8,0
13.78,938.208999825967,100,0.5,553.328266143798,3.6,5.2,0
9.92,941.23818997942,100,0.5,515.746345520019,3.7,4.5,0
11.85,941.667507181288,100,0.5,435.173978805541,3.5,10.2,0
20.17,944.43283407915,43.636049941885,0.5,397.823324203491,0.9,4,0
16.04,940.82534394172,53.1144733094273,0.5,423.629751205444,3,9.8,0
31.74,943.760963292262,27.6683953054538,0.5,398.213138580322,3.3,9.6,0
10.17,944.24679592837,100,0.5,496.794452667236,2.4,5.4,0
12.39,941.127307337498,100,0.5,444.202890396118,3.1,8.1,0
11.59,944.910009264175,100,0.5,491.028299331665,2.4,6.3,0
16.87,940.324325330343,48.7226728448788,0.5,406.63646697998,3.5,10.7,0
12.03,940.810307741278,100,0.5,494.076480865478,3.9,6.3,0
18.32,944.420725997311,52.5667321550937,0.5,397.837629318237,3.9,10.3,0
29.32,940.550507755232,31.5836556589966,0.5,451.859703063964,3,8.5,0
17.88,943.49653049402,54.3716109294611,0.5,397.835245132446,0.7,2.8,0
36.03,944.809688250563,23.5901806050743,0.5,433.357229232788,2.1,5.6,0
19.65,942.096061434614,53.5807550866871,0.5,406.83554649353,5.8,7.5,0
30.3,937.459505390667,40.1107389193733,16.9,525.675287246704,999.9,1999.9,1
8.96,942.476616109725,100,0.5,473.744144439697,3.5,8.3,0
10.68,940.312695731598,100,0.5,498.836507797241,3.1,9.4,0
10.18,939.986063163313,100,0.5,502.663125991821,2.8,9.7,0
20.47,943.099931775386,43.9902216554708,0.5,397.923460006713,1,2.9,0
12.58,945.745128832653,100,0.5,493.11803817749,2.3,3.5,0
11.62,942.371600529059,100,0.5,464.183559417724,2.9,8.6,0
12.32,940.647216888699,100,0.5,506.923666000366,3.6,4.8,0
9.01,941.234901900382,100,0.5,484.762659072875,5.9,8,0
15.67,943.967979055871,100,0.5,457.374324798583,0.8,1.9,0
21.18,944.161785919865,42.2574719582763,0.5,398.054590225219,0.9,1.8,0
18.14,933.387125474887,67.9283971410378,39.1,623.934736251831,17.8,46,1
19.38,945.22810599303,50.8298961431454,0.5,398.927202224731,2.6,5.8,0
19.44,944.540930265068,55.1975330001596,0.5,441.834201812744,2.2,5.9,0
10.14,939.841306855173,100,0.5,507.761707305908,2.9,9.2,0
8.97,941.184723594492,100,0.5,496.601333618164,4.9,7,0
14.12,940.06335340179,76.1847004732911,0.5,432.312955856323,3.4,10.5,0
23.45,942.146827171729,45.1228752294295,0.5,485.201349258422,7.4,8.7,0
31.6,943.118504584119,26.7878585273342,0.5,398.132076263427,7.3,10.8,0
27.77,944.117438675325,31.4711570537993,0.5,398.260822296142,3,8.9,0
11.18,943.037994463739,100,0.5,460.030307769775,3.4,8.8,0
11.78,944.750545757769,100,0.5,502.076616287231,2.4,5.6,0
12.08,940.867981648242,100,0.5,487.101545333862,4,6.2,0
18.63,941.63749475431,62.5382901979277,0.5,430.859794616699,5.5,6.4,0
9.62,939.923986106077,100,0.5,510.704984664916,2.6,8.7,0
13.38,932.458282725702,100,1.6,483.034124374389,7.7,20.4,0
20.55,944.026068240923,43.2757147831039,0.5,398.017635345458,0.7,1.6,0
19.69,941.991159673913,59.3742113178787,0.5,421.805849075317,4.9,6.4,0
20.17,942.062455231092,51.7231483664251,0.5,418.810119628906,5.3,6.4,0
10.56,940.993064053935,100,0.5,485.828390121459,3.3,8.1,0
12.25,945.742693390921,100,0.5,489.037504196166,2.1,4.9,0
9.11,942.614821393239,100,0.5,462.834110260009,3,8.9,0
14.19,938.235355966425,100,0.5,504.261722564697,3.8,5.5,0
12.67,941.202377203248,100,0.5,505.010356903076,3.1,9.6,0
40.99,945.077312702226,19.0560160445985,0.5,398.87713432312,2.5,5.7,0
10.7,939.815200045802,100,0.5,516.809692382812,2.9,11.4,0
28.51,943.836858515105,31.3130781433743,0.5,399.1477394104,3.9,10.2,0
18.15,942.922227985107,60.9445236607803,0.5,397.73868560791,5.4,7.2,0
29.61,942.554968976507,29.7102714774553,0.5,420.07493019104,7.7,9.8,0
18.92,942.820414733761,58.602363816839,0.5,420.750846862792,5.5,7.1,0
15.74,941.240785785089,62.337161590017,0.5,416.503419876098,3.4,9.9,0
14.49,944.413404266699,100,0.5,445.332994461059,0.9,3,0
11.56,942.698763878648,100,0.5,446.11023902893,3.1,9.4,0
18.55,942.764696014502,57.9122322004653,0.5,421.729555130004,5.6,7.5,0
16.35,940.994951093426,52.4629898185449,0.5,422.561635971069,3.1,9.2,0
17.31,939.877092683797,44.3785320016027,0.5,408.708324432373,3.9,12.3,0
11.58,942.34757087947,100,0.5,457.125177383422,2.9,8.7,0
19.52,941.931122899559,54.8733027158641,0.5,416.881313323974,5.7,8,0
19.03,933.124537745882,75.8505155835947,217.6,1870.27024269104,45.9,61,1
20.33,940.180593262131,53.4924820534089,0.5,421.901216506958,4.1,5.1,0
17.69,944.313992565568,54.0168649277037,0.5,397.814979553222,4,11.5,0
19.9,940.021582224373,50.543790910399,0.5,397.972335815429,4,5.1,0
19.26,941.835492700546,57.1793316594827,0.5,414.830913543701,5.2,6.4,0
11.4,940.806341318243,100,0.5,486.919155120849,3.2,10,0
15.78,941.766161694379,55.5008258912019,0.5,420.651903152465,3.2,10.2,0
14.67,939.83412698021,67.5402972505387,0.5,405.533781051635,3.4,10.9,0
21.94,943.556476895352,39.9736860571146,0.5,398.010482788085,0.9,2.1,0
14.79,940.023192534824,64.9692741689387,0.5,397.603979110717,3.3,10.2,0
17.72,933.552311611179,70.8815790603835,57.5,520.179738998413,19,44.2,1
28.51,943.191579098733,33.9579313299975,0.5,434.766283035278,3.5,8.2,0
17.42,944.35252447899,56.4280593748808,0.5,397.906770706176,3.5,11.7,0
10.18,940.388519972298,100,0.5,522.668828964233,3.5,10.4,0
11.22,943.27512058093,100,0.5,457.163324356079,3.5,9.9,0
19.81,942.860514249222,44.5370476369507,0.5,397.847166061401,0.7,1.7,0
9.24,942.497266892827,100,0.5,479.817857742309,3.4,9.4,0
12.91,939.652445596287,100,0.5,504.098405838012,4.1,5.8,0
8.81,941.311077005305,100,0.5,487.729778289794,6.5,8.6,0
11.21,942.843110854066,100,0.5,446.080436706542,3.3,8.5,0
28.66,942.941258129292,30.7615919176929,0.5,398.220291137695,7.7,10.1,0
16.01,933.865894159623,78.2829606301602,0.5,484.283437728881,14.8,43,1
13.74,938.498831950335,100,0.5,510.170927047729,3.9,5.5,0
14.02,940.140234107253,74.1667837984517,0.5,433.402528762817,3.4,10.1,0
24.92,942.149879389819,40.7910764900452,0.5,506.178607940673,7.4,8.9,0
8.85,942.562248932305,100,0.5,474.756231307983,3.2,8.2,0
11.24,940.415588080962,100,0.5,503.786077499389,3.2,9.8,0
17.47,942.963991511272,59.29336556738,0.5,408.621301651,6,8.1,0
32.61,943.696358725559,26.4793753803903,0.5,398.213138580322,3.5,10,0
12.56,945.921892959823,100,0.5,482.184162139892,2.5,6.7,0
17.41,940.239635345151,45.272695187213,0.5,407.745113372802,3,7.3,0
17.46,940.152343152585,45.9086686914495,0.5,414.697399139404,3.3,9.4,0
12.04,945.461902779596,100,0.5,492.064228057861,2.2,4.3,0
10.75,942.856731009225,100,0.5,459.062328338623,3.8,8.3,0
16.14,933.99479679851,78.6447331763272,0.5,470.422973632812,8.3,25.1,0
9.52,942.555268058527,100,0.5,490.774383544921,3.5,10.6,0
21.3,943.790524436324,41.6106105803326,0.5,397.941341400146,0.8,1.8,0
12.36,941.218210423069,100,0.5,443.190803527832,3.2,7.9,0
20.84,943.571977475523,41.487898820398,0.5,398.04386138916,0.9,2,0
12.47,941.05356606455,100,0.5,495.212545394897,3.1,9.5,0
18.97,943.425441603157,49.6437829404076,0.5,397.902002334594,0.8,4.5,0
12.43,941.059957120264,100,0.5,496.066083908081,3.1,9.4,0
19.91,944.864130378953,56.5792373662762,0.5,431.759824752807,2.4,6.7,0
19.67,941.86361610435,52.915552357478,0.5,407.838096618652,5.7,8.1,0
20.11,945.036374162656,50.2440114300511,0.5,401.932468414306,2.6,5.6,0
11.19,943.001537076301,100,0.5,451.066961288452,3.4,9.1,0
20.85,940.075503697584,47.8923779726602,0.5,437.880029678344,3.9,4.5,0
16.2,943.79576150287,96.4005936344929,0.5,424.551239013671,0.8,2.1,0
9.25,942.624645470228,100,0.5,472.786893844604,3.1,9.3,0
10.44,940.921160402048,100,0.5,474.809875488281,3.3,8,0
19.05,933.014422600288,76.6949252635008,233.5,2089.35307502746,47.8,62,1
16.09,943.809344433676,94.2339633371661,0.5,417.587032318115,0.8,2.1,0
9.31,941.018006329227,100,0.5,494.729747772216,4.7,6.3,0
14.04,938.255527402091,100,0.5,535.207262039184,4.2,5.9,0
12.47,945.808724799974,100,0.5,488.057603836059,2.1,4.3,0
17.53,940.059348043127,43.3843045851374,0.5,413.669815063476,3.6,11.1,0
16.53,943.721353024465,81.4270911090899,0.5,399.637689590454,0.8,1.8,0
12.12,945.767880969746,100,0.5,481.145849227905,2.1,5,0
19.45,942.76096931409,55.5532810269767,0.5,398.847332000732,0.7,2.7,0
9.73,942.606312981544,100,0.5,497.824420928955,3.1,9,0
33.57,943.750452440139,25.9860711117785,0.5,399.1477394104,3.3,8.4,0
40.74,945.028631421533,19.5129838484673,0.5,401.74292564392,2.5,5.1,0
15.46,940.002054864317,54.7956071115271,0.5,397.593250274658,3.5,7.9,0
11.98,941.444074773212,100,0.5,444.144477844238,3.4,9.1,0
11.61,941.992764539158,100,0.5,459.106435775756,3,8.7,0
14.55,944.54315403087,100,0.5,452.325811386108,0.9,2.9,0
14.14,938.448534196205,100,0.5,521.14891052246,3.9,6.5,0
27.38,942.654487932179,30.6802593468264,0.5,398.23221206665,8,9.5,0
9.96,939.70887587093,100,0.5,501.829853057861,2.8,9,0
26.78,940.676476555682,34.9133414050046,0.5,453.969707489013,3.1,7.8,0
20.08,944.757446859205,52.8815860052682,0.5,432.780256271362,2.6,6.3,0
12.52,940.793500806785,100,0.5,505.049695968627,3.1,10.6,0
19.27,942.93511424854,74.2008779089314,0.5,493.113269805908,3.5,11.2,0
29.8,942.296243253427,30.0243385705839,0.5,448.82225036621,8.5,10.7,0
11.11,940.890116244689,100,0.5,530.81916809082,3.7,5,0
19.85,942.572355631972,45.6195634582352,0.5,397.90319442749,1.2,3.1,0
16.54,943.146974245826,69.254893913534,0.5,399.808158874511,5.7,7.3,0
15.08,944.062656792924,100,0.5,452.311506271362,1,2.4,0
21.5,943.531270520008,41.4087797565967,0.5,398.074855804443,0.9,2.3,0
12.65,932.753286301168,100,0.5,469.105710983276,7.1,21.2,0
12.08,941.388860179742,100,0.5,443.20987701416,3.1,8.1,0
11.15,944.507950547336,100,0.5,523.708333969116,2.1,4.5,0
19.11,940.26195976719,54.1086026739168,0.5,416.852703094482,4.2,5.7,0
12.72,946.048143486591,100,0.5,480.097999572753,2.6,5,0
8.89,942.565566965668,100,0.5,479.789247512817,3.7,10.4,0
10.76,941.049109648417,100,0.5,513.728132247924,4.2,5.8,0
11.21,943.307386030114,100,0.5,460.002889633178,3.5,10.2,0
9.12,942.579833093988,100,0.5,471.853485107421,2.9,8.4,0
33.36,942.835843816081,25.7012425676595,0.5,398.073663711547,7.7,9.2,0
12.91,945.924482054232,100,0.5,468.138923645019,2.4,4.2,0
10.33,944.374630986405,100,0.5,502.804985046386,2.4,4.8,0
8.73,941.396211158537,100,0.5,489.716997146606,7.4,8.8,0
16.31,934.041466038819,77.398919655948,0.5,478.461256027221,8.5,25.1,0
12.84,932.714397471121,100,0.5,488.96240234375,7.3,23.5,0
10.7,943.995280273843,100,0.5,497.736206054687,2.6,5.2,0
20,944.451234788883,52.0576550076133,0.5,442.795028686523,2.2,6.3,0
16.98,943.511072122627,79.8407262106991,0.5,397.767295837402,0.8,1.7,0
13.69,945.522914045942,100,0.5,468.241443634033,0.9,1.9,0
10.45,941.122713930634,100,0.5,506.797304153442,4,5.8,0
13.87,940.623417755908,100,0.5,503.904094696044,3.1,11.6,0
11.57,942.34085549499,100,0.5,453.145971298217,2.8,9.3,0
10.93,939.85709912782,100,0.5,505.894889831542,2.8,8.7,0
10.55,940.331898936003,100,0.5,488.870611190795,2.9,9.3,0
16.98,940.777475493272,50.015746899868,0.5,414.64256286621,3.4,10,0
12.97,945.797470296198,100,0.5,488.147010803222,2.1,4.2,0
12.49,940.758020778726,100,0.5,493.08346748352,3,10.2,0
19.32,944.849677747209,57.4394239214351,0.5,448.737611770629,2.3,6.4,0
10.57,939.688796116313,100,0.5,494.753589630126,3.2,10.4,0
17.09,940.232908790128,44.1529324902096,0.5,414.647331237792,3.2,8.6,0
28.22,944.726474317659,37.6562418737953,0.5,471.526851654052,2.5,6.8,0
12.68,940.763089595127,100,0.5,504.092445373535,3.1,8.4,0
11.21,944.515817681694,100,0.5,517.889728546142,2.5,5.1,0
9.39,942.800056248703,100,0.5,485.797395706176,3.6,9.6,0
18.87,942.986958307146,63.3679689164204,0.5,405.782928466796,0.9,1.9,0
9.32,942.54170212556,100,0.5,467.9052734375,3.4,10.4,0
10.73,939.797368151054,100,0.5,508.774986267089,2.9,10.9,0
28.39,943.1697374029,30.4026563666417,0.5,398.077239990234,6.7,9.8,0
19.52,941.66759770486,56.5762529414308,0.5,412.844886779785,5.3,6.2,0
16.43,940.897458043054,47.8688187273476,0.5,407.650938034057,3.4,10.2,0
9.61,942.52471893339,100,0.5,494.850149154663,3.3,9.3,0
16.32,934.113364769975,78.3104720561915,0.5,485.373010635375,8.7,26.6,0
20.11,944.043301240174,44.0677166522494,0.5,398.053398132324,0.7,1.7,0
20.41,943.790182298417,42.2365589625049,0.5,398.024787902832,0.8,1.7,0
36.76,945.16976416209,21.7303413880706,0.5,398.57195854187,2.4,5.8,0
12.71,945.906086013473,100,0.5,493.166913986206,2.4,5.1,0
10.72,939.629812052532,100,0.5,499.792566299438,3.1,8.9,0
20.34,939.984890786831,49.6795307579203,0.5,397.965183258056,4,5.1,0
10.94,942.828495140428,100,0.5,449.085702896118,3.3,10.3,0
12.83,945.944295118244,100,0.5,486.0298538208,2.4,4.1,0
29.17,940.670160071149,30.4244114036804,0.5,428.114404678344,3.3,8.6,0
12.89,945.792290825469,100,0.5,492.221584320068,2.1,4.2,0
16.71,940.523979133613,50.9450755367683,0.5,406.672229766845,3.8,10.6,0
10.49,943.943460163434,100,0.5,495.760908126831,2.6,5.5,0
20.09,942.623449879098,46.1753714033641,0.5,397.894849777221,1.1,3.5,0
12.5,940.765772666888,100,0.5,442.241897583007,3.5,9.7,0
11.28,944.475240404338,100,0.5,509.91581916809,2.3,5.9,0
17.77,940.720997291978,51.630265592528,0.5,420.599451065063,3.2,8.8,0
11.05,939.82598309247,100,0.5,518.799295425415,3,11.3,0
8.93,941.216475797166,100,0.5,477.7769947052,6,8.2,0
11.06,940.903660054969,100,0.5,500.8642578125,3.6,4.8,0
10.38,944.255384554543,100,0.5,495.851507186889,2.5,4.3,0
13.93,938.178586922932,100,0.5,538.144578933715,4,5.8,0
11.62,945.157789869411,100,0.5,492.979755401611,2.2,4.8,0
12.78,945.766117960246,100,0.5,493.214597702026,2.4,4.9,0
21.43,940.867028727022,44.6975075230285,0.5,397.787561416625,3.1,9.6,0
31.45,943.327511438539,29.6364208462079,0.5,449.896326065063,3.2,7.6,0
9.05,941.034963517862,100,0.5,501.629581451416,4.2,5.6,0
16.83,942.990745562705,61.3644399968648,0.5,412.616004943847,5.2,6.5,0
11.41,945.079909550226,100,0.5,492.084493637084,2.2,4.9,0
9.77,942.557619145629,100,0.5,492.891540527343,3.1,9,0
16.38,940.092839659475,48.0219916103941,0.5,397.707691192626,3.5,10.8,0
12.56,940.383098947749,100,0.5,501.988401412963,3,10.2,0
10.88,940.554286254524,100,0.5,496.907701492309,3.3,10,0
35.12,943.962853766863,24.3236675578562,0.5,398.273935317993,3.1,9.9,0
12.97,932.601298938937,100,1.6,484.02117729187,7.7,22.3,0
9.08,941.189799349407,100,0.5,506.587495803833,3.9,5.9,0
17.32,939.962315467047,43.1992438329151,0.5,417.61206626892,3.3,9.6,0
16.48,943.633745212554,86.0924497673278,0.5,403.65623474121,0.8,1.9,0
12.8,945.818712035925,100,0.5,504.115095138549,2.3,4.8,0
18.35,940.648469173333,51.9380801951491,0.5,409.00634765625,3.2,9.3,0
12.07,940.848592540504,100,0.5,492.115488052368,4.1,6,0
20.64,932.882388859942,52.7598243905915,8.5,544.636716842651,18.4,49.2,1
12.32,940.511971977171,100,0.5,491.132011413574,2.8,8.1,0
19.46,940.73457471861,52.3643962704789,0.5,416.836013793945,4.4,6.6,0
11.04,940.874834837343,100,0.5,506.754388809204,3.8,5.1,0
10.34,941.30780340347,100,0.5,503.815879821777,4,5.7,0
11.55,942.045359794644,100,0.5,457.097759246826,2.9,8.8,0
9.07,942.621569305833,100,0.5,502.692928314208,3.2,9.6,0
10.41,940.696019172583,100,0.5,497.750511169433,3.8,10,0
33.47,944.779148563642,27.5167090303364,0.5,477.048625946044,2.2,5.6,0
10.13,942.633425062458,100,0.5,448.005666732788,3.5,8.3,0
19.39,942.029366301281,55.379303408835,0.5,422.826280593872,5.8,7.4,0
16.92,941.632302701393,55.7818910054776,0.5,429.729690551757,3.5,11.3,0
10.29,944.21946388277,100,0.5,521.748533248901,2.6,5.5,0
33.12,942.796240595444,25.5253293398172,0.5,398.1392288208,7.7,9.2,0
17.92,944.295358613042,53.7899749604479,0.5,397.867431640625,3.8,11.1,0
11.27,943.020908085269,100,0.5,473.036041259765,3.5,8.9,0
20.11,942.926086518708,69.1802126679774,0.5,487.13134765625,3.6,11.1,0
11.01,940.920014206811,100,0.5,520.74836730957,3.9,5.2,0
32.88,942.389662784689,26.2852787903943,0.5,450.821390151977,8.1,10.2,0
16.99,943.539979302627,78.8849595262147,0.5,403.717031478881,0.8,1.7,0
14.08,944.881111716326,100,0.5,475.199689865112,1,3.6,0
18.66,943.534312748256,51.6256738470422,0.5,397.793521881103,0.8,3.2,0
14.06,945.028724752001,100,0.5,484.104623794555,1,3.2,0
18.76,942.427551905312,61.6541675522302,0.5,404.795875549316,4.8,5.8,0
9.11,942.451498502134,100,0.5,480.792989730834,3.5,9.6,0
15.34,943.993756840614,100,0.5,461.323728561401,0.9,2.1,0
9.87,940.01633755351,100,0.5,513.726940155029,2.8,10.5,0
12.53,945.70406065058,100,0.5,493.063201904296,2.1,4.2,0
17.27,941.38075791958,54.7508248620493,0.5,423.664321899414,3.7,10.4,0
20.99,943.757714804503,42.0429081322495,0.5,398.031940460205,0.8,1.8,0
14.51,944.459269176475,100,0.5,450.345745086669,0.9,2.7,0
12.41,940.315644509503,100,0.5,491.124858856201,3,9,0
18.26,932.701556273652,83.2540636353521,284.2,2140.00987052917,51,63.9,1
43.81,944.967071794099,17.1654103936631,0.5,398.756732940673,2.4,6.8,0
13.78,938.540739040386,100,0.5,513.170232772827,3.9,5.8,0
17.87,940.693370828687,51.4328802732409,0.5,415.710678100585,3.1,9.5,0
8.86,941.312360859515,100,0.5,498.644580841064,6.3,8.6,0
16.53,941.149705483776,57.8000552206978,0.5,397.646894454956,3.3,8.9,0
17.42,942.926390002083,56.4563916166261,0.5,399.730672836303,6.7,8.5,0
12.95,941.427338054107,100,0.5,484.14038658142,2.6,7.5,0
19.46,942.781862734968,57.6110861739023,0.5,397.841205596923,0.6,1.8,0
10.28,941.477963750071,100,0.5,477.995147705078,3.7,4.1,0
15.61,943.983528500598,100,0.5,464.281311035156,0.8,1.8,0
12.02,945.560649889307,100,0.5,496.07681274414,2.3,4.5,0
19.56,942.546848834768,55.2360216544046,0.5,415.859689712524,5.4,7.3,0
19.32,944.57147280775,55.2221108947272,0.5,457.766523361206,2.2,6,0
19.36,942.417211322827,56.9485355043428,0.5,413.774719238281,4.8,5.8,0
13.57,938.680574819304,100,0.5,510.081520080566,4.6,6.6,0
10.4,942.636382302411,100,0.5,447.074642181396,3.5,7.6,0
10.49,940.202478905783,100,0.5,493.870248794555,3,9.3,0
9.12,941.326805665521,100,0.5,502.667894363403,4,5.8,0
17.63,933.333946223812,68.9761517124481,19.7,511.419048309326,16.3,44,1
19.4,940.20595855932,55.7119697035303,0.5,410.881509780883,4.2,5.9,0
17,940.283709390045,44.5352645312112,0.5,408.590307235717,3.5,10.4,0
34,937.288838541185,34.0315007962301,9.4,494.704713821411,999.9,1565.4,1
11.33,942.872211587304,100,0.5,459.980239868164,3.2,8.2,0
9.1,942.486486711514,100,0.5,487.779846191406,3.6,9.4,0
10.99,943.26730224761,100,0.5,477.998723983764,3.3,9,0
9.12,941.265891149558,100,0.5,500.770082473754,4.2,6.1,0
17.57,941.305380549045,53.7387584233479,0.5,425.574054718017,3.8,10.8,0
10.56,939.777203619877,100,0.5,512.820949554443,3.1,8,0
8.99,941.042806696337,100,0.5,510.688295364379,4.2,5.6,0
9.14,942.485872374292,100,0.5,481.783618927001,3.9,10.3,0
15.85,939.895222668919,53.9446499207685,0.5,400.618782043457,3.4,8,0
34.59,944.047810481277,24.6745540337531,0.5,398.18452835083,3.3,10.1,0
23.11,944.764126574723,61.7841419539962,0.5,512.291660308837,2.5,6.8,0
20.12,944.332162946375,50.0083367192245,0.5,454.738607406616,2.3,6.1,0
13.22,941.448470523887,100,0.5,493.116846084594,3.2,8.8,0
35.51,943.739990998202,24.3680425327474,0.5,399.1477394104,3.3,8.4,0
11.93,942.827300722624,100,0.5,477.831830978393,3.8,10.6,0
11.24,944.611295758343,100,0.5,485.00823020935,2.3,6,0
12.76,945.881962001592,100,0.5,508.151521682739,2.2,4.2,0
12.77,941.591437556913,100,0.5,485.04280090332,3.4,9.8,0
12.52,940.8273148488,100,0.5,511.050691604614,3.1,8.7,0
33.18,937.285767592783,35.8309753666518,15.5,497.620573043823,999.9,1999.9,1
10.09,939.896491277895,100,0.5,511.823167800903,2.8,9.4,0
17.88,932.606504148132,85.0853313969888,266.7,1361.81162834167,51,65,1
11.21,944.68488546117,100,0.5,490.980615615844,2.2,6.4,0
11.84,940.757678227702,100,0.5,485.076179504394,4.1,7.6,0
18.4,943.576843593863,50.8513659825335,0.5,397.871007919311,0.8,3.1,0
9.72,941.428018088605,100,0.5,514.672269821166,3.9,5.6,0
12.4,941.316366644462,100,0.5,439.20802116394,3.1,7.8,0
8.92,942.431518139687,100,0.5,486.826171875,3.5,9.4,0
14.26,944.585710077345,100,0.5,476.25111579895,0.8,2.9,0
10.82,940.454722439253,100,0.5,497.90786743164,3.1,10.1,0
11.42,940.560628344255,100,0.5,497.853031158447,3,9.4,0
13.87,938.485695845074,100,0.5,509.124269485473,3.7,6.1,0
11.13,943.258070391357,100,0.5,468.096008300781,3.5,10.5,0
13.16,940.98759007648,100,0.5,514.086952209472,3.5,7.8,0
40.81,945.053987516473,18.9928248803948,0.5,398.844947814941,2.5,5.8,0
11.51,942.709849740193,100,0.5,461.113920211791,3.3,10.7,0
14.2,938.497840614831,100,0.5,509.275665283203,3.8,6.6,0
18.95,942.937327391609,62.2521840189449,0.5,409.752597808837,0.7,2.3,0
13.59,938.637627100367,100,0.5,515.065660476684,4,5.9,0
19.35,941.814164220864,61.9461195512597,0.5,412.847270965576,5.1,6.6,0
12.43,941.151161095257,100,0.5,443.205108642578,3.1,7.7,0
29.26,943.183262909463,28.9695157774393,0.5,398.048629760742,6.6,9.7,0
12.54,940.823702079174,100,0.5,492.121448516845,3.1,11,0
11.14,944.661413810341,100,0.5,486.991872787475,2.2,5.7,0
38.44,945.178982202058,20.4791391068113,0.5,398.475399017333,2.4,5.4,0
10.08,940.529687861297,100,0.5,527.630319595336,3.1,10.9,0
27.3,942.989098417086,32.7624879598459,0.5,398.216714859008,7.7,9.9,0
11.1,943.032636845192,100,0.5,454.171171188354,3.5,9.6,0
10.04,939.734887795532,100,0.5,516.731014251708,3,10.2,0
18.33,940.771001184152,57.3773466856564,0.5,423.771610260009,4.2,5.5,0
9.76,941.529752876899,100,0.5,503.784885406494,3.9,6,0
9.01,942.49189950601,100,0.5,476.817359924316,3.6,10.2,0
18.84,942.768609026277,56.905494168199,0.5,414.678325653076,5.5,7.4,0
20.02,939.929468255747,49.2987022369087,0.5,397.904386520385,3.9,4.9,0
14.48,944.519108953258,100,0.5,441.340675354003,0.8,2.7,0
10.3,941.353533317821,100,0.5,490.885248184204,3.9,5,0
16.25,940.653611819454,52.8760010532469,0.5,412.641038894653,3.7,9.9,0
